,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Birth,Birth
142,Rubin Russell\russeru01,1,1968,1968,26,269,56,158,4,22,25,41,,52,7,,,32,40,141,0.354,0.182,0.61,10.3,5.4,2,0.3,Nov 7 1944,Fort Worth
143,Daniel Santiago\santida01,4,2001,2005,122,1418,153,326,0,0,111,162,76,260,38,39,47,85,231,417,0.469,,0.685,11.6,3.4,2.1,0.3,Jun 24 1976,Lubbock
144,Jason Sasser\sasseja01,2,1997,1999,14,108,14,34,1,3,1,2,3,15,4,5,0,4,15,30,0.412,0.333,0.5,7.7,2.1,1.1,0.3,Jan 13 1974,Denton
145,Jeryl Sasser\sasseje01,2,2002,2003,82,1061,67,221,13,44,57,83,67,191,67,48,12,41,94,204,0.303,0.295,0.687,12.9,2.5,2.3,0.8,Feb 13 1979,Dallas
146,DeWayne Scales\scalede01,3,1981,1984,49,521,98,235,1,6,27,43,49,140,10,14,5,34,58,224,0.417,0.167,0.628,10.6,4.6,2.9,0.2,Dec 28 1958,Dallas
147,Bill Sharman*\sharmbi01,11,1951,1961,711,21793,4761,11188,,,3143,3559,,2793,2101,,,,1925,12665,0.426,,0.883,32,17.8,3.9,3,May 25 1926,Abilene
148,Donald Sidle\sidledo01,4,1969,1972,314,8588,1544,3211,4,29,1155,1610,1056,2502,325,,,604,813,4247,0.481,0.138,0.717,27.4,13.5,8,1,Jun 21 1946,Dallas
149,Xavier Silas\silasxa01,2,2012,2018,4,46,4,18,1,8,2,3,3,6,3,1,0,3,6,11,0.222,0.125,0.667,11.5,2.8,1.5,0.8,Jan 22 1988,San Antonio
150,Jonathon Simmons\simmojo02,4,2016,2019,258,5298,786,1774,145,457,425,562,124,621,483,158,61,343,513,2142,0.443,0.317,0.756,20.5,8.3,2.4,1.9,Sep 14 1989,Houston
151,Brian Skinner\skinnbr01,14,1999,2012,608,10910,1194,2419,2,6,486,858,919,2841,288,256,532,519,1270,2876,0.494,0.333,0.566,17.9,4.7,4.7,0.5,May 19 1976,Temple
152,Reggie Slater\slatere01,8,1995,2003,259,3513,502,1037,0,2,446,709,336,768,145,91,56,244,503,1450,0.484,0,0.629,13.6,5.6,3,0.6,Aug 27 1970,Houston
153,Marcus Smart\smartma01,6,2015,2020,394,11409,1296,3469,575,1808,721,932,355,1409,1594,615,148,670,1027,3888,0.374,0.318,0.774,29,9.9,3.6,4,Mar 6 1994,Flower Mound
154,Charles Smith\smithch04,5,1998,2006,142,1973,297,726,72,250,63,104,57,200,124,87,70,111,204,729,0.409,0.288,0.606,13.9,5.1,1.4,0.9,Aug 22 1975,Fort Worth
155,LaBradford Smith\smithla02,3,1992,1994,183,3131,485,1122,31,104,217,267,90,271,394,142,15,216,372,1218,0.432,0.298,0.813,17.1,6.7,1.5,2.2,Apr 3 1969,Bay City
156,Stevin Smith\smithst02,1,1997,1997,8,60,6,18,1,6,1,1,2,10,4,1,0,4,9,14,0.333,0.167,1,7.5,1.8,1.3,0.5,Jan 24 1972,Dallas
157,Zhaire Smith\smithzh01,2,2019,2020,13,143,17,45,6,19,8,12,3,15,12,5,2,8,12,48,0.378,0.316,0.667,11,3.7,1.2,0.9,Jun 4 1999,Garland
158,Ken Spain\spainke01,1,1971,1971,11,112,8,22,0,0,8,17,11,40,2,,,9,17,24,0.364,,0.471,10.2,2.2,3.6,0.2,Oct 6 1946,Houston
159,Jim Spruill\spruiji01,1,1949,1949,1,,1,3,,,0,0,,,0,,,,3,2,0.333,,,,2,,0,Feb 26 1923,Dublin
160,Dave Stallworth\stallda01,8,1966,1975,522,10494,1883,4296,,,1094,1495,58,2453,872,31,7,,1259,4860,0.438,,0.732,20.1,9.3,4.7,1.7,Dec 20 1941,Dallas
161,D.J. Stephens\stephdj01,2,2014,2019,4,22,4,9,0,0,1,1,1,5,0,1,0,1,0,9,0.444,,1,5.5,2.3,1.3,0,Dec 19 1990,Killeen
162,Fred Taylor\taylofr01,2,1971,1972,88,835,146,401,,,93,157,,140,69,,,,153,385,0.364,,0.592,9.5,4.4,1.6,0.8,Feb 5 1948,Houston
163,Terry Teagle\teaglte01,11,1983,1993,687,14509,3295,7090,30,143,1362,1719,726,1803,956,517,127,1005,1532,7982,0.465,0.21,0.792,21.1,11.6,2.6,1.4,Apr 10 1960,Broaddus
164,Ira Terrell\terreir01,2,1977,1979,127,2483,370,743,,,146,229,143,533,144,63,75,53,265,886,0.498,,0.638,19.6,7,4.2,1.1,Jun 19 1954,Dallas
165,Kurt Thomas\thomaku01,18,1996,2013,1110,27160,3836,7894,9,32,1292,1701,1922,7328,1204,724,841,1241,3579,8973,0.486,0.281,0.76,24.5,8.1,6.6,1.1,Oct 4 1972,Dallas
166,Brooks Thompson\thompbr01,4,1995,1998,168,1714,278,679,149,396,55,85,30,158,281,87,5,154,229,760,0.409,0.376,0.647,10.2,4.5,0.9,1.7,Jul 19 1970,Dallas
167,Darren Tillis\tillida01,2,1983,1984,124,1256,184,435,0,3,57,91,116,314,42,20,90,73,252,425,0.423,0,0.626,10.1,3.4,2.5,0.3,Feb 23 1960,Dallas
168,Myles Turner\turnemy01,5,2016,2020,335,9491,1627,3335,252,711,749,975,471,2229,410,239,695,436,939,4255,0.488,0.354,0.768,28.3,12.7,6.7,1.2,Mar 24 1996,Bedford
169,B.J. Tyler\tylerbj01,1,1995,1995,55,809,72,189,16,51,35,50,13,62,174,36,2,97,58,195,0.381,0.314,0.7,14.7,3.5,1.1,3.2,Apr 30 1971,Galveston
170,Ben Uzoh\uzohbe01,2,2011,2012,60,808,96,243,3,9,44,75,49,128,130,30,11,44,60,239,0.395,0.333,0.587,13.5,4,2.1,2.2,Mar 19 1988,Houston
171,Jarred Vanderbilt\vandeja01,2,2019,2020,28,115,14,27,0,2,8,12,10,32,5,9,2,15,14,36,0.519,0,0.667,4.1,1.3,1.1,0.2,Apr 3 1999,Houston
172,Taurean Waller-Prince\princta02,4,2017,2020,260,6854,1069,2593,478,1305,392,479,147,1126,503,238,113,479,564,3008,0.412,0.366,0.818,26.4,11.6,4.3,1.9,Mar 22 1994,San Marcos
173,Willie Warren\warrewi01,1,2011,2011,19,134,13,35,5,15,6,8,1,12,27,6,0,8,16,37,0.371,0.333,0.75,7.1,1.9,0.6,1.4,Oct 22 1989,Dallas
174,Julian Washburn\washbju01,1,2019,2019,18,254,16,48,5,24,3,4,8,41,14,13,2,7,16,40,0.333,0.208,0.75,14.1,2.2,2.3,0.8,Dec 18 1991,Duncanville
175,Spud Webb\webbsp01,12,1986,1998,814,20288,2903,6421,320,1018,1946,2296,324,1742,4342,922,111,1623,1638,8072,0.452,0.314,0.848,24.9,9.9,2.1,5.3,Jul 13 1963,Dallas
176,David Wesley\wesleda01,14,1994,2007,949,30272,4248,10023,1123,3051,2223,2827,526,2405,4159,1280,161,1808,2310,11842,0.424,0.368,0.786,31.9,12.5,2.5,4.4,Nov 14 1970,San Antonio
177,Art Williams\williar01,8,1968,1975,548,9418,1183,2884,0,0,526,722,23,1712,2397,51,3,10,1247,2892,0.41,,0.729,17.2,5.3,3.1,4.4,Sep 29 1939,Bonham
178,Grant Williams\willigr01,1,2020,2020,62,970,80,192,21,85,37,51,58,165,62,28,33,46,149,218,0.417,0.247,0.725,15.6,3.5,2.7,1,Nov 30 1998,Houston
179,Kenrich Williams\willike04,2,2019,2020,81,1858,156,422,77,252,22,43,104,397,136,70,40,57,176,411,0.37,0.306,0.512,22.9,5.1,4.9,1.7,Dec 2 1994,Waco
180,Micheal Williams\willimi02,10,1989,1999,413,10403,1470,3170,48,211,1545,1780,300,1050,2385,717,95,938,1073,4533,0.464,0.227,0.868,25.2,11,2.5,5.8,Jul 23 1966,Dallas
181,Rob Williams\williro02,2,1983,1984,153,3367,500,1139,17,62,302,383,91,330,825,173,17,354,489,1319,0.439,0.274,0.789,22,8.6,2.2,5.4,May 5 1961,Houston
182,Sean Williams\willise01,4,2008,2012,137,1978,229,448,0,1,123,197,183,472,47,47,162,120,324,581,0.511,0,0.624,14.4,4.2,3.4,0.3,Sep 13 1986,Houston
183,Justise Winslow\winslju01,5,2016,2020,241,6848,856,2053,190,563,279,432,247,1295,657,227,89,371,591,2181,0.417,0.337,0.646,28.4,9,5.4,2.7,Mar 26 1996,Houston
184,Rickie Winslow\winslri01,1,1988,1988,7,45,3,13,0,1,1,2,3,7,2,1,0,4,9,7,0.231,0,0.5,6.4,1,1,0.3,Jul 26 1964,Houston
185,Bracey Wright\wrighbr02,2,2006,2007,26,325,45,111,12,37,27,34,10,39,20,10,1,14,14,129,0.405,0.324,0.794,12.5,5,1.5,0.8,Jul 1 1984,The Colony
186,Joe Young\youngjo01,3,2016,2018,127,1077,168,427,40,135,53,69,19,130,119,33,1,64,74,429,0.393,0.296,0.768,8.5,3.4,1,0.9,Jun 27 1992,Houston
187,Michael Young\youngmi01,3,1985,1990,49,472,94,202,8,27,27,38,37,88,24,25,3,15,47,223,0.465,0.296,0.711,9.6,4.6,1.8,0.5,Jan 2 1961,Houston
188,Trae Young\youngtr01,2,2019,2020,141,4623,1071,2505,361,1050,824,973,96,556,1213,137,23,597,244,3327,0.428,0.344,0.847,32.8,23.6,3.9,8.6,Sep 19 1998,Lubbock
