,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Birth,Birth
143,Dick Grubar\grubadi01,1,1970,1970,2,8,2,3,0,0,0,0,0,0,1,,,0,1,4,0.667,,,4,2,0,0.5,Jul 26 1947,Schenectady
144,Richie Guerin*\gueriri01,13,1957,1970,848,27449,5174,12451,,,4328,5549,,4278,4211,,,,2769,14676,0.416,,0.78,32.4,17.3,5,5,May 29 1932,New York
145,Tom Gugliotta\guglito01,13,1993,2005,763,23556,3871,8584,208,732,1945,2570,1595,5589,2140,1079,492,1735,1884,9895,0.451,0.284,0.757,30.9,13,7.3,2.8,Dec 19 1969,Huntington Station
146,Coulby Gunther\gunthco01,2,1947,1949,84,,311,937,,,271,422,,,65,,,,181,893,0.332,,0.642,,10.6,,0.8,Feb 5 1923,New York
147,Rudy Hackett\hackeru01,2,1976,1977,28,460,58,141,0,0,39,63,24,91,31,15,9,24,56,155,0.411,,0.619,16.4,5.5,3.3,1.1,May 10 1953,Mount Vernon
148,Jeff Halliburton\hallije01,2,1972,1973,92,1075,233,529,,,96,118,,145,116,,,,157,562,0.44,,0.814,11.7,6.1,1.6,1.3,Jul 3 1949,Rockville Centre
149,Zendon Hamilton\hamilze01,6,2001,2006,134,1560,176,400,0,0,233,353,184,464,33,39,28,108,215,585,0.44,,0.66,11.6,4.4,3.5,0.2,Apr 27 1975,Floral Park
150,Maurice Harkless\harklma01,8,2013,2020,537,12384,1534,3208,324,997,456,745,633,1997,505,524,355,468,1102,3848,0.478,0.325,0.612,23.1,7.2,3.7,0.9,May 11 1993,Queens
151,Jerry Harkness\harknje01,3,1964,1969,86,1572,216,491,1,5,185,278,10,233,156,,,97,140,618,0.44,0.2,0.665,18.3,7.2,2.7,1.8,May 7 1940,New York
152,Tobias Harris\harrito02,9,2012,2020,611,18835,3681,7819,804,2210,1528,1863,604,3690,1234,451,297,847,1224,9694,0.471,0.364,0.82,30.8,15.9,6,2,Jul 15 1992,Islip
153,Billy Hassett\hassebi01,2,1950,1951,91,,129,462,,,147,224,,34,184,,,,208,405,0.279,,0.656,,4.5,1.1,2,Oct 21 1921,New York
154,Connie Hawkins*\hawkico01,9,1968,1976,616,22232,4144,8647,5,31,3235,4154,867,5450,2556,244,150,355,1873,11528,0.479,0.161,0.779,36.1,18.7,8.8,4.1,Jul 17 1942,Brooklyn
155,Jim Hayes\hayesji01,1,1971,1971,47,494,46,109,0,0,52,67,20,45,47,,,45,73,144,0.422,,0.776,10.5,3.1,1,1,Feb 18 1948,Rockville Centre
156,Lazar Hayward\haywala01,3,2011,2013,72,591,70,202,21,78,46,60,25,90,35,17,8,28,65,207,0.347,0.269,0.767,8.2,2.9,1.3,0.5,Nov 26 1986,Buffalo
157,Brendan Haywood\haywobr01,13,2002,2015,816,18680,2110,3999,0,4,1318,2246,2081,4875,442,320,1109,851,2043,5538,0.528,0,0.587,22.9,6.8,6,0.5,Nov 27 1979,New York
158,Larry Hennessy\hennela01,2,1956,1957,74,817,141,422,,,49,64,,94,73,,,,65,331,0.334,,0.766,11,4.5,1.3,1,May 20 1929,New Rochelle
159,Sonny Hertzberg\hertzso01,5,1947,1951,293,,946,3166,,,671,847,,260,618,,,,619,2563,0.299,,0.792,,8.7,4,2.1,Jul 29 1922,Brooklyn
160,Art Heyman\heymaar01,6,1964,1970,310,8246,1418,3318,72,256,1122,1597,256,1461,864,,,441,763,4030,0.427,0.281,0.703,26.6,13,4.7,2.8,Jun 24 1941,New York
161,Roy Hibbert\hibbero01,9,2009,2017,662,16389,2622,5641,6,24,1361,1802,1527,4173,885,241,1146,1038,2067,6611,0.465,0.25,0.755,24.8,10,6.3,1.3,Dec 11 1986,Queens
162,Armond Hill\hillar01,8,1977,1984,468,11785,1150,2817,1,13,913,1101,230,917,2194,548,61,833,1445,3214,0.408,0.077,0.829,25.2,6.9,2,4.7,Mar 31 1953,Brooklyn
163,Julius Hodge\hodgeju01,2,2006,2007,23,98,11,25,0,0,6,12,7,15,18,6,0,11,13,28,0.44,,0.5,4.3,1.2,0.7,0.8,Nov 18 1983,New York
164,John Holland\hollajo02,2,2018,2019,25,175,17,59,11,36,9,13,6,24,5,7,2,8,10,54,0.288,0.306,0.692,7,2.2,1,0.2,Nov 6 1988,Bronx
165,Red Holzman*\holzmre01,6,1949,1954,358,2106,830,2622,,,506,742,,344,721,,,,478,2166,0.317,,0.682,13,6.1,1.5,2,Aug 10 1920,Brooklyn
166,Kevin Huerter\huertke01,2,2019,2020,131,3808,527,1267,263,687,94,120,95,473,427,116,52,196,294,1411,0.416,0.383,0.783,29.1,10.8,3.6,3.3,Aug 27 1998,Albany
167,Geoff Huston\hustoge01,8,1980,1987,496,12252,1836,3805,16,63,692,978,201,684,2509,331,32,899,844,4380,0.483,0.254,0.708,24.7,8.8,1.4,5.1,Nov 8 1957,Brooklyn
168,Marc Iavaroni\iavarma01,7,1983,1989,531,8371,899,1959,0,17,530,746,565,1725,514,185,200,639,1255,2328,0.459,0,0.71,15.8,4.4,3.2,1,Sep 15 1956,Jamaica
169,Jonathan Isaac\isaacjo01,3,2018,2020,134,3481,466,1078,132,403,185,233,172,732,142,142,206,149,270,1249,0.432,0.328,0.794,26,9.3,5.5,1.1,Oct 3 1997,The Bronx
170,Royal Ivey\iveyro01,10,2005,2014,492,6162,622,1531,162,449,235,333,147,557,501,230,38,255,757,1641,0.406,0.361,0.706,12.5,3.3,1.1,1,Dec 20 1981,Harlem
171,Greg Jackson\jacksgr01,1,1975,1975,49,802,73,176,,,36,62,19,69,96,23,9,,130,182,0.415,,0.581,16.4,3.7,1.4,2,Aug 2 1952,Brooklyn
172,Mark Jackson\jacksma01,17,1988,2004,1296,39121,4793,10731,734,2213,2169,2818,1281,4963,10334,1608,117,3155,2230,12489,0.447,0.332,0.77,30.2,9.6,3.8,8,Apr 1 1965,Brooklyn
173,Tony Jackson\jacksto01,2,1968,1969,138,4091,659,1759,123,447,749,880,100,741,279,,,295,331,2190,0.375,0.275,0.851,29.6,15.9,5.4,2,Nov 7 1942,Brooklyn
174,Mike James\jamesmi01,12,2002,2014,595,14364,2139,5132,687,1813,898,1120,212,1324,2075,458,38,895,1201,5863,0.417,0.379,0.802,24.1,9.9,2.2,3.5,Jun 23 1975,Copiague
175,Charles Jenkins\jenkich01,2,2012,2013,110,1334,179,412,4,22,46,61,16,100,214,48,8,81,107,408,0.434,0.182,0.754,12.1,3.7,0.9,1.9,Feb 28 1989,Brooklyn
176,Ty Jerome\jeromty01,1,2020,2020,28,315,37,106,13,47,11,14,6,41,43,14,3,18,28,98,0.349,0.277,0.786,11.3,3.5,1.5,1.5,Jul 8 1997,New York
177,Cheese Johnson\johnsch02,1,1980,1980,9,53,12,30,0,0,3,5,6,14,2,1,0,4,11,27,0.4,,0.6,5.9,3,1.6,0.2,Sep 7 1957,New York
178,Dakari Johnson\johnsda04,1,2018,2018,31,161,22,39,0,0,11,20,16,34,8,6,8,3,27,55,0.564,,0.55,5.2,1.8,1.1,0.3,Sep 22 1995,Brooklyn
179,Eric Johnson\johnser01,1,1990,1990,48,272,20,84,1,6,13,17,8,28,64,17,2,26,49,54,0.238,0.167,0.765,5.7,1.1,0.6,1.3,Feb 7 1966,Brooklyn
180,George Johnson\johnsge03,8,1979,1986,464,9878,1704,3684,21,111,785,1008,831,2610,817,432,282,879,1349,4214,0.463,0.189,0.779,21.3,9.1,5.6,1.8,Dec 8 1956,Brooklyn
181,Vinnie Johnson\johnsvi01,13,1980,1992,984,24308,4882,10515,83,327,1978,2673,1451,3109,3212,852,253,1569,2063,11825,0.464,0.254,0.74,24.7,12,3.2,3.3,Sep 1 1956,Brooklyn
182,Charles Jones\jonesch03,2,1999,2000,85,1138,105,324,58,179,28,45,26,104,135,48,10,57,76,296,0.324,0.324,0.622,13.4,3.5,1.2,1.6,Jul 17 1975,Brooklyn
183,Hutch Jones\joneshu01,2,1983,1984,13,103,17,40,0,0,7,10,10,17,4,4,0,8,14,41,0.425,,0.7,7.9,3.2,1.3,0.3,Sep 1 1959,Buffalo
184,Kevin Jones\joneske01,1,2013,2013,32,334,43,107,0,0,9,15,38,78,10,9,5,8,25,95,0.402,,0.6,10.4,3,2.4,0.3,Aug 25 1989,Mount Vernon
185,Mark Jones\jonesma02,1,1984,1984,6,16,3,6,0,1,1,2,2,2,5,0,0,2,2,7,0.5,0,0.5,2.7,1.2,0.3,0.8,Apr 10 1961,Rochester
186,Shelton Jones\jonessh01,1,1989,1989,51,682,93,209,0,1,58,80,32,113,42,21,15,47,58,244,0.445,0,0.725,13.4,4.8,2.2,0.8,Apr 6 1966,Copiague
187,Adonis Jordan\jordaad01,2,1994,1999,10,97,8,27,3,12,2,4,3,6,22,3,1,8,6,21,0.296,0.25,0.5,9.7,2.1,0.6,2.2,Aug 21 1970,Brooklyn
188,Michael Jordan*\jordami01,15,1985,2003,1072,41011,12192,24537,581,1778,7327,8772,1668,6672,5633,2514,893,2924,2783,32292,0.497,0.327,0.835,38.3,30.1,6.2,5.3,Feb 17 1963,Brooklyn
189,Kevin Joyce\joyceke01,3,1974,1976,180,4731,815,1988,15,81,261,332,100,304,580,170,34,322,441,1906,0.41,0.185,0.786,26.3,10.6,1.7,3.2,Jun 27 1951,Bayside
190,George Kaftan\kaftage01,5,1949,1953,212,1335,586,1585,,,422,649,,424,399,,,,388,1594,0.37,,0.65,17.8,7.5,3.1,1.9,Feb 22 1928,New York
191,Ralph Kaplowitz\kaplora01,2,1947,1948,105,,217,824,,,158,211,,,57,,,,222,592,0.263,,0.749,,5.6,,0.5,May 18 1919,New York
192,Bob Kauffman\kauffbo01,7,1969,1975,525,13568,2306,4835,,,1437,1919,164,3682,1429,56,22,,1374,6049,0.477,,0.749,25.8,11.5,7,2.7,Jul 13 1946,Brooklyn
193,Tommy Kearns\kearnto01,1,1959,1959,1,7,1,1,,,0,0,,0,0,,,,1,2,1,,,7,2,0,0,Oct 6 1936,New York
194,Ken Keller\kelleke01,1,1947,1947,28,,10,30,,,2,5,,,1,,,,15,22,0.333,,0.4,,0.8,,0,Aug 16 1922,Brooklyn
195,Ryan Kelly\kellyry01,4,2014,2017,163,3125,324,857,102,323,231,290,77,504,215,79,84,106,309,981,0.378,0.316,0.797,19.2,6,3.1,1.3,Apr 9 1991,Carmel
196,Tom Kelly\kellyto01,1,1949,1949,27,,73,218,,,45,73,,,38,,,,73,191,0.335,,0.616,,7.1,,1.4,Mar 5 1924,New York
197,Tim Kempton\kemptti01,8,1987,1998,280,3758,458,953,0,3,343,507,241,795,307,121,44,289,603,1259,0.481,0,0.677,13.4,4.5,2.8,1.1,Jan 25 1964,Jamaica
198,Billy Kenville\kenvibi01,6,1954,1960,345,6778,848,2337,,,738,974,,1206,715,,,,670,2434,0.363,,0.758,19.6,7.1,3.5,2.1,Dec 1 1930,Elmhurst
199,Irv Kiffin\kiffiir01,1,1980,1980,26,212,32,96,0,0,18,25,12,40,19,10,2,30,43,82,0.333,,0.72,8.2,3.2,1.5,0.7,Aug 8 1951,New York
200,Sean Kilpatrick\kilpase01,4,2015,2018,157,3082,545,1319,194,579,332,385,40,429,236,73,13,206,191,1616,0.413,0.335,0.862,19.6,10.3,2.7,1.5,Jan 6 1990,Yonkers
201,Albert King\kingal01,9,1982,1992,534,12836,2709,5875,56,209,996,1259,760,2262,1171,452,196,1151,1612,6470,0.461,0.268,0.791,24,12.1,4.2,2.2,Dec 17 1959,Brooklyn
202,Bernard King*\kingbe01,14,1978,1993,874,29417,7830,15109,23,134,3972,5444,1704,5060,2863,866,230,2791,2885,19655,0.518,0.172,0.73,33.7,22.5,5.8,3.3,Dec 4 1956,Brooklyn
203,Jim Kissane\kissaji01,1,1969,1969,2,15,2,6,0,0,2,2,0,3,0,,,1,3,6,0.333,,1,7.5,3,1.5,0,Aug 17 1946,New Hyde Park
204,Toby Knight\knighto01,4,1978,1982,283,7331,1602,3087,0,2,436,589,556,1444,335,242,185,444,896,3640,0.519,0,0.74,25.9,12.9,5.1,1.2,May 3 1955,Bronx
205,Barry Kramer\krameba01,2,1965,1970,59,563,73,217,0,1,67,92,7,113,44,,,11,77,213,0.336,0,0.728,9.5,3.6,1.9,0.7,Nov 10 1942,Schenectady
206,Mitch Kupchak\kupchmi01,9,1977,1986,510,9905,2003,3832,0,5,1196,1698,963,2730,377,164,176,682,1117,5202,0.523,0,0.704,19.4,10.2,5.4,0.7,May 24 1954,Hicksville
207,Christian Laettner\laettch01,13,1993,2005,868,25760,4036,8405,92,353,2957,3604,1621,5806,2224,917,675,1932,2768,11121,0.48,0.261,0.82,29.7,12.8,6.7,2.6,Aug 17 1969,Angola
208,Doron Lamb\lambdo01,2,2013,2014,100,1272,123,323,50,127,49,70,16,95,75,24,1,53,106,345,0.381,0.394,0.7,12.7,3.5,1,0.8,Nov 6 1991,Queens
209,Bob Lanier*\laniebo01,14,1971,1984,959,32103,7761,15092,2,13,3724,4858,1843,9698,3007,777,1100,1112,3048,19248,0.514,0.154,0.767,33.5,20.1,10.1,3.1,Sep 10 1948,Buffalo
210,York Larese\laresyo01,1,1962,1962,59,703,122,327,,,58,72,,77,94,,,,104,302,0.373,,0.806,11.9,5.1,1.3,1.6,Jul 18 1938,New York
211,Rudy LaRusso\larusru01,10,1960,1969,736,24487,4102,9521,,,3303,4308,,6936,1556,,,,2553,11507,0.431,,0.767,33.3,15.6,9.4,2.1,Nov 11 1937,Brooklyn
212,Jalen Lecque\lecquja01,1,2020,2020,4,26,4,10,0,4,2,2,0,0,2,0,0,1,2,10,0.4,0,1,6.5,2.5,0,0.5,Jun 13 2000,New York
213,Ed Leede\leedeed01,2,1950,1951,121,,293,877,,,363,505,,118,225,,,,311,949,0.334,,0.719,,7.8,2.1,1.9,Jul 17 1927,New York
214,Andrew Levane\levanan01,3,1949,1953,103,68,197,635,,,69,109,,9,204,,,,158,463,0.31,,0.633,9.7,4.5,1.3,2,Apr 11 1920,Brooklyn
215,Freddie Lewis\lewisfr01,2,1949,1950,95,,318,1018,,,163,213,,,132,,,,207,799,0.312,,0.765,,8.4,,1.4,Jan 6 1921,Brooklyn
216,Barry Liebowitz\lieboba01,1,1968,1968,82,2168,320,873,6,39,248,308,,170,301,,,224,208,894,0.367,0.154,0.805,26.4,10.9,2.1,3.7,Sep 10 1945,New York
217,Art Long\longar01,3,2001,2003,98,1220,148,323,2,3,47,97,130,319,48,27,42,85,220,345,0.458,0.667,0.485,12.4,3.5,3.3,0.5,Oct 1 1972,Rochester
218,Kevin Loughery\loughke01,11,1963,1973,755,22208,4477,10829,,,2621,3262,,2254,2803,,,,2543,11575,0.413,,0.803,29.4,15.3,3,3.7,Mar 28 1940,Brooklyn
219,Jim Luisi\luisiji01,1,1954,1954,31,367,31,95,,,27,41,,25,35,,,,45,89,0.326,,0.659,11.8,2.9,0.8,1.1,Nov 2 1928,New York
220,Ray Lumpp\lumppra01,5,1949,1953,300,2739,895,2444,,,672,876,,391,654,,,,793,2462,0.366,,0.767,23.4,8.2,2.2,2.2,Jul 11 1923,Brooklyn
221,Tyler Lydon\lydonty01,2,2018,2019,26,96,9,18,4,10,1,3,7,18,6,2,0,4,10,23,0.5,0.4,0.333,3.7,0.9,0.7,0.2,Apr 9 1996,Hudson
222,Ronnie MacGilvray\macgiro01,1,1955,1955,6,57,2,12,,,4,7,,9,11,,,,5,8,0.167,,0.571,9.5,1.3,1.5,1.8,Jul 20 1930,Poughkeepsie
223,Scott Machado\machasc01,2,2013,2019,10,40,7,12,1,2,3,3,0,1,9,3,0,8,2,18,0.583,0.5,1,4,1.8,0.1,0.9,Jun 8 1990,Queens
224,Ollie Mack\mackol01,3,1980,1982,128,2513,396,864,0,16,124,184,132,319,230,85,11,109,173,916,0.458,0,0.674,19.6,7.2,2.5,1.8,Jun 6 1957,New York
225,Norm Mager\magerno01,1,1951,1951,24,,40,142,,,44,56,,47,23,,,,68,124,0.282,,0.786,,5.2,2,1,Mar 23 1926,Brooklyn
226,Mo Mahoney\mahonmo01,2,1953,1954,8,45,4,12,,,4,5,,9,2,,,,7,12,0.333,,0.8,5.6,1.5,1.1,0.3,Nov 20 1927,Brooklyn
227,Lionel Malamed\malamli01,1,1949,1949,44,,97,290,,,64,77,,,61,,,,53,258,0.334,,0.831,,5.9,,1.4,Nov 15 1924,New York
228,Mike Maloy\maloymi01,3,1971,1973,71,861,168,396,0,1,106,151,100,268,48,,,75,153,442,0.424,0,0.702,12.1,6.2,3.8,0.7,May 10 1949,New York
229,Frank Mangiapane\mangifr01,1,1947,1947,6,,2,13,,,1,3,,,0,,,,6,5,0.154,,0.333,,0.8,,0,Aug 5 1925,New York
230,Terance Mann\mannte01,1,2020,2020,35,271,22,54,3,12,9,12,4,33,38,8,5,14,36,56,0.407,0.25,0.75,7.7,1.6,0.9,1.1,Oct 18 1996,Brooklyn
231,Stephon Marbury\marbust01,13,1997,2009,846,31891,5769,13324,991,3048,3768,4804,579,2516,6471,1022,121,2547,2014,16297,0.433,0.325,0.784,37.7,19.3,3,7.6,Feb 20 1977,Brooklyn
232,Ricky Marsh\marshri01,1,1978,1978,60,851,123,289,,,23,33,16,75,90,29,19,50,111,269,0.426,,0.697,14.2,4.5,1.3,1.5,Mar 10 1954,New York
233,Maurice Martin\martima01,2,1987,1988,69,422,74,196,4,19,52,87,25,65,49,19,9,43,69,204,0.378,0.211,0.598,6.1,3,0.9,0.7,Jul 2 1964,Liberty
234,Jamal Mashburn\mashbja01,11,1994,2004,611,22762,4277,10222,767,2226,2323,3032,697,3271,2414,632,109,1585,1533,11644,0.418,0.345,0.766,37.3,19.1,5.4,4,Nov 29 1972,New York
235,Al Masino\masinal01,2,1953,1954,99,1954,160,462,,,158,253,,205,182,,,,296,478,0.346,,0.625,19.7,4.8,2.1,1.8,Feb 5 1928,Richmond
236,Matt Mazza\mazzama01,1,1950,1950,26,,33,110,,,32,45,,,29,,,,34,98,0.3,,0.711,,3.8,,1.1,Sep 23 1923,Niagara Falls
237,Brendan McCann\mccanbr01,3,1958,1960,41,331,23,113,,,28,40,,50,65,,,,37,74,0.204,,0.7,8.1,1.8,1.2,1.6,Jul 5 1935,Brooklyn
238,Mike McCarron\mccarmi01,2,1947,1950,68,,239,853,,,180,293,,,62,,,,189,658,0.28,,0.614,,9.7,,0.9,Mar 2 1922,New York
239,Johnny McCarthy\mccarjo01,6,1957,1964,316,8828,958,2714,,,534,859,,1145,1184,,,,885,2450,0.353,,0.622,27.9,7.8,3.6,3.7,Apr 25 1934,Buffalo
240,Paul McCracken\mccrapa01,3,1973,1977,37,437,63,140,,,34,57,7,73,33,6,0,,52,160,0.45,,0.596,11.8,4.3,2,0.9,Sep 11 1950,New York
241,Rodney McCray\mccraro01,10,1984,1993,768,24876,3516,6997,57,219,1925,2529,1645,5087,2750,585,493,1419,1734,9014,0.503,0.26,0.761,32.4,11.7,6.6,3.6,Aug 29 1961,Mount Vernon
242,Scooter McCray\mccrasc01,3,1984,1987,77,892,83,196,0,0,58,95,70,190,74,21,26,68,114,224,0.423,,0.611,11.6,2.9,2.5,1,Feb 8 1960,Mount Vernon
243,Chris McCullough\mcculch01,3,2016,2018,59,532,78,183,15,49,23,42,41,112,15,30,19,20,54,194,0.426,0.306,0.548,9,3.3,1.9,0.3,Feb 5 1995,Bronx
244,Alfred McGuire*\mcguial01,4,1952,1955,191,2966,251,663,,,255,463,,418,363,,,,501,757,0.379,,0.551,15.5,4,2.2,1.9,Sep 7 1928,New York
245,Allie McGuire\mcguial02,1,1974,1974,2,10,2,4,,,0,0,0,2,1,0,0,,2,4,0.5,,,5,2,1,0.5,Jul 10 1951,New York
246,Dick McGuire*\mcguidi01,11,1950,1960,738,17170,2048,5259,,,1825,2836,,2784,4205,,,,1695,5921,0.389,,0.644,28.3,8,4.2,5.7,Jan 25 1926,Huntington
247,Jack McMahon\mcmahja01,8,1953,1960,524,14228,1615,4790,,,1007,1580,,1390,1939,,,,1483,4237,0.337,,0.637,27.2,8.1,2.7,3.7,Dec 3 1928,Brooklyn
248,Tom McMillen\mcmilto01,11,1976,1986,729,14770,2420,5014,3,25,1071,1329,957,2913,788,198,191,693,1740,5914,0.483,0.12,0.806,20.3,8.1,4,1.1,May 26 1952,Elmira
249,Stan Miasek\miasest01,6,1947,1953,365,3758,1375,4166,,,1101,1752,,999,518,,,,1358,3851,0.33,,0.628,28.7,10.6,7.6,1.4,Sep 19 1923,New York
250,Nat Militzok\militna01,1,1947,1947,57,,90,343,,,64,112,,,42,,,,120,244,0.262,,0.571,,4.3,,0.7,May 3 1923,New York
251,Eddie Miller\milleed01,2,1953,1954,142,3675,517,1381,,,418,604,,1206,210,,,,444,1452,0.374,,0.692,25.9,10.2,8.5,1.5,Jun 18 1931,New Rochelle
252,Harry Miller\milleha01,1,1947,1947,53,,58,260,,,36,82,,,42,,,,119,152,0.223,,0.439,,2.9,,0.8,Jul 28 1923,Brooklyn
253,Donovan Mitchell\mitchdo01,3,2018,2020,219,7401,1816,4127,531,1497,807,983,155,888,877,290,70,600,575,4970,0.44,0.355,0.821,33.8,22.7,4.1,4,Sep 7 1996,Elmsford
254,Eric Mobley\mobleer01,3,1995,1997,113,1570,180,333,3,4,77,162,139,351,57,27,61,103,194,440,0.541,0.75,0.475,13.9,3.9,3.1,0.5,Feb 1 1970,Bronx
255,Doug Moe\moedo01,5,1968,1972,378,12081,2301,5377,19,89,1540,1924,895,2560,1197,,,940,1286,6161,0.428,0.213,0.8,32,16.3,6.8,3.2,Sep 21 1938,Brooklyn
256,Jack Molinas\molinja01,1,1954,1954,32,958,114,292,,,142,187,,228,51,,,,83,370,0.39,,0.759,29.9,11.6,7.1,1.6,Oct 31 1931,New York
257,Ron Moore\moorero01,1,1988,1988,14,59,9,29,0,0,6,8,2,8,1,5,0,4,21,24,0.31,,0.75,4.2,1.7,0.6,0.1,Jan 16 1962,New York
258,Jaylen Morris\morrija01,2,2018,2019,10,127,17,42,3,13,1,2,2,21,11,4,1,7,3,38,0.405,0.231,0.5,12.7,3.8,2.1,1.1,Sep 19 1995,Amherst
259,John Morton\mortojo01,3,1990,1992,128,1879,204,528,13,58,188,239,54,161,342,92,23,186,165,609,0.386,0.224,0.787,14.7,4.8,1.3,2.7,May 18 1967,Bronx
260,Arnett Moultrie\moultar01,2,2013,2014,59,729,94,172,0,0,22,33,87,180,12,25,14,26,65,210,0.547,,0.667,12.4,3.6,3.1,0.2,Nov 18 1990,Queens
261,Joe Mullaney\mullajo01,1,1950,1950,37,,9,70,,,12,15,,,52,,,,30,30,0.129,,0.8,,0.8,,1.4,Nov 17 1924,Long Island
262,Bob Mullens\mullebo01,1,1947,1947,54,,125,445,,,64,102,,,54,,,,94,314,0.281,,0.627,,5.8,,1,Nov 1 1922,Brooklyn
263,Chris Mullin*\mullich01,16,1986,2001,986,32163,6740,13243,815,2120,3616,4178,1026,4034,3450,1530,549,2315,2050,17911,0.509,0.384,0.865,32.6,18.2,4.1,3.5,Jul 30 1963,New York
264,Jeff Mullins\mullije01,12,1965,1976,804,24574,5383,11631,,,2251,2764,144,3427,3023,140,37,,2165,13017,0.463,,0.814,30.6,16.2,4.3,3.8,Mar 18 1942,Astoria
265,Dick Murphy\murphdi01,1,1947,1947,31,,15,75,,,4,9,,,8,,,,15,34,0.2,,0.444,,1.1,,0.3,Mar 10 1921,
266,Boris Nachamkin\nachabo01,1,1955,1955,6,59,6,20,,,8,13,,19,3,,,,6,20,0.3,,0.615,9.8,3.3,3.2,0.5,Dec 6 1933,New York
267,Ruben Nembhard\nembhru01,1,1997,1997,10,113,16,37,0,6,8,10,3,8,17,9,0,8,12,40,0.432,0,0.8,11.3,4,0.8,1.7,Feb 20 1972,Bronx
268,Dave Newmark\newmada01,3,1969,1971,176,2228,412,980,0,0,179,276,46,678,128,,,41,417,1003,0.42,,0.649,12.7,5.7,3.9,0.7,Sep 11 1946,Brooklyn
269,Joakim Noah\noahjo01,12,2008,2019,667,18596,2244,4566,0,16,1379,1971,2136,6042,1900,533,873,1127,1865,5867,0.491,0,0.7,27.9,8.8,9.1,2.8,Feb 25 1985,New York
270,George Nostrand\nostrge01,4,1947,1950,221,,678,2222,,,448,832,,,184,,,,575,1804,0.305,,0.538,,8.2,,0.8,Jan 25 1924,Uniondale
271,Jimmy O'Brien\obrieji01,4,1972,1975,303,6148,720,1791,18,102,337,406,185,618,1244,152,3,534,518,1795,0.402,0.176,0.83,20.3,5.9,2,4.1,Apr 9 1950,Brooklyn
272,Dermie O'Connell\oconnde01,2,1949,1950,82,,198,740,,,77,145,,,156,,,,131,473,0.268,,0.531,,5.8,,1.9,Apr 13 1928,New York
273,Buddy O'Grady\ogradbu01,3,1947,1949,146,,207,781,,,123,178,,,97,,,,178,537,0.265,,0.691,,3.7,,0.7,Jan 19 1920,New York
274,Kyle O'Quinn\oquinky01,8,2013,2020,469,6659,1078,2086,31,138,366,495,626,2148,627,187,451,456,958,2553,0.517,0.225,0.739,14.2,5.4,4.6,1.3,Mar 26 1990,Queens
275,Dan O'Sullivan\osullda01,4,1991,1996,45,297,27,68,0,1,26,35,22,65,10,4,5,12,45,80,0.397,0,0.743,6.6,1.8,1.4,0.2,Mar 3 1968,Bronx
276,Greg Oden\odengr01,3,2009,2014,105,2028,317,552,0,0,206,313,256,656,51,40,130,138,374,840,0.574,,0.658,19.3,8,6.2,0.5,Jan 22 1988,Buffalo
277,Lamar Odom\odomla01,14,2000,2013,961,32131,4811,10393,664,2126,2495,3599,1821,8059,3554,848,892,2253,2916,12781,0.463,0.312,0.693,33.4,13.3,8.4,3.7,Nov 6 1979,Jamaica
278,Tariq Owens\owensta01,1,2020,2020,3,15,1,5,0,2,2,2,2,3,0,1,0,0,1,4,0.2,0,1,5,1.3,1,0,Jun 30 1995,Utica
279,Tom Owens\owensto01,12,1972,1983,877,20836,3924,7645,5,23,2045,2753,2171,5985,1533,331,423,1542,2862,9898,0.513,0.217,0.743,23.8,11.3,6.8,1.7,Jun 28 1949,Bronx
280,Walter Palmer\palmewa01,2,1991,1993,48,209,42,102,0,1,16,24,18,65,11,4,9,16,49,100,0.412,0,0.667,4.4,2.1,1.4,0.2,Oct 23 1968,Ithaca
281,Smush Parker\parkesm01,5,2003,2008,274,7069,908,2129,289,838,364,514,119,659,791,336,44,496,606,2469,0.426,0.345,0.708,25.8,9,2.4,2.9,Jun 1 1981,New York
282,Eric Paschall\pascher01,1,2020,2020,60,1654,318,640,37,129,164,212,82,275,127,32,13,94,125,837,0.497,0.287,0.774,27.6,14,4.6,2.1,Nov 4 1996,North Tarrytown
283,Jake Pelkington\pelkija01,1,1949,1949,54,,193,469,,,211,267,,,131,,,,216,597,0.412,,0.79,,11.1,,2.4,Jan 3 1916,
284,Sam Perkins\perkisa01,17,1985,2001,1286,36598,5498,11984,849,2348,3479,4292,2324,7666,1975,1105,933,1586,3177,15324,0.459,0.362,0.811,28.5,11.9,6,1.5,Jun 14 1961,Brooklyn
285,Ed Peterson\petered01,2,1950,1951,115,,297,774,,,210,335,,288,99,,,,386,804,0.384,,0.627,,7,5.4,0.9,Jun 27 1924,Buffalo
286,Derrick Phelps\phelpde01,1,1995,1995,3,5,0,1,0,0,0,2,0,0,1,0,0,0,3,0,0,,0,1.7,0,0,0.3,Jul 31 1972,Queens
287,Ed Pinckney\pincked01,12,1986,1997,793,15698,1915,3577,0,18,1548,2024,1487,3952,727,612,435,845,1531,5378,0.535,0,0.765,19.8,6.8,5,0.9,Mar 27 1963,Bronx
